filename,bpm,key,camelot,energy
SERGIK - Deep Side The Mood.wav,136.0,D major,10B,5
SERGIK x Janis & The Planets - Searching (Instrumental).wav,92.3,F major,7B,5
SERGIK - Para Papa.wav,123.0,A major,11B,8
SERGIK - Drunk.wav,129.2,A major,11B,6
SERGIK - Rushy Funkshway 1.wav,117.5,A major,11B,7
SERGIK x Breauxxx - The Bag 135bpm (Tech-yes VIP).wav,129.2,D major,10B,6
SERGIK  - Make it Bounce Pre-Master.wav,129.2,D major,10B,6
SERGIK - Roundabout No Exit.wav,86.1,D major,10B,6
SERGIK - Free.wav,129.2,A major,11B,6
SERGIK x Guage x Fairydvst - Feelin.wav,129.2,D major,10B,6
SERGIK x BatteryLo - Thiiisss.wav,92.3,A minor,8A,7
SERGIK x Slick Floyd x Lev Ayathiens - Running (No Vocals).wav,117.5,F minor,4A,6
SERGIK - Cant Fight It.wav,123.0,D major,10B,7
SERGIK - Book of Memories.wav,92.3,G major,9B,6
SERGIK x Stov - Everyday (DnB ViP).wav,76.0,A major,11B,6
SERGIK - WooksWonkWubz.wav,143.6,A major,11B,6
SERGIK x Braydo - Bicycle Day.wav,86.1,D major,10B,7
SERGIK - Containment Breach.wav,129.2,A major,11B,5
Sergik x L9V - Hourglass.wav,86.1,D minor,7A,8
SERGIK - Early Morning.wav,123.0,G# major,4B,8
SERGIK x NOOD - If You Want To.wav,86.1,C major,8B,6
SERGIK x JIMII - Do it Yourself v2.wav,86.1,D major,10B,6
SERGIK - Whats the Reason.wav,123.0,D major,10B,10
SERGIK - No Drama.wav,123.0,A minor,8A,5
SERGIK x ESHER - Nitrous.wav,136.0,C major,8B,5
SERGIK Ft. Janis & The Planets - Suade.wav,92.3,D minor,7A,6
SERGIK x Zak Martin - Wat U Want.wav,86.1,A minor,8A,6
Sergik - baked turkey.wav,117.5,C minor,5A,5
SERGIK x Jetski - Alienated.wav,129.2,D minor,7A,7
SERGIK x Slick Floyd - LDE.wav,86.1,D major,10B,7
SERGIK - To Dat Bass 2.wav,86.1,D major,10B,6
SERGIK - Turn in to.wav,123.0,A major,11B,6
SERGIK - Whats the Reason (Bass VIP).wav,92.3,A minor,8A,6
SERGIK - Rover Coasting.wav,86.1,D major,10B,5
SERGIK x Slick Floyd - Pharoe.wav,86.1,A major,11B,5
SERGIK x Isaiah - Wont Stop.wav,136.0,E minor,9A,6
SERGIK X OG Coconuttz - Drunk n High.wav,143.6,A major,11B,6
SERGIK - Going Gone 122bpm.wav,86.1,A major,11B,6
SERGIK - Frequency.wav,129.2,D minor,7A,7
SERGIK - Double D's.wav,86.1,D major,10B,6
SERGIK - In The Streets 2.wav,86.1,D major,10B,6
SERGIK - Like The Ol Days 1.wav,129.2,A major,11B,6
SERGIK - Everlast.wav,86.1,D minor,7A,6
SERGIK - Quarter Keys ft Andino.wav,86.1,D major,10B,6
SERGIK - Duce.wav,112.3,D major,10B,6
SERGIK - Atlantis.wav,86.1,B minor,10A,5
SERGIK - Cruise Control 1.wav,129.2,D minor,7A,5
SERGIK - Up n Down.wav,129.2,F# minor,11A,7
SERGIK x Optikz - Foe Fos.wav,92.3,A major,11B,7
SERGIK x L9V x Silent Jay - We Should Save.wav,123.0,D minor,7A,5
SERGIK x Silent Jay - Move n Groove.wav,86.1,A minor,8A,6
SERGIK - Better With You.wav,123.0,D minor,7A,6
SERGIK x Breauxxx - The Bag  (DiscoTech SRGFLIP).wav,129.2,A major,11B,6
SERGIK x Javi - Smoke Break at Da Crib VIP.2.wav,86.1,D major,10B,5
SERGIK - Daze V2.wav,152.0,E minor,9A,6
SERGIK x Emperor Obscure - Baggin On Me.wav,123.0,D major,10B,6
SERGIK - Let the music.wav,117.5,C major,8B,5
SERGIK - Spanktula.wav,86.1,D minor,7A,8
SERGIK - Hello Hello.wav,86.1,A major,11B,6
SERGIK - Space Dust.wav,86.1,A minor,8A,6
SERGIK x NOOD -  Refreshments.wav,86.1,D major,10B,5
SERGIK - Dandy - Cmaj - 105bpm.wav,147.7,D major,10B,6
SERGIK - What Is What Xtendo.wav,89.1,D minor,7A,8
SERGIK Rework - Say Yeah v3.wav,129.2,A major,11B,6
Sergik - Bloops n Kats.wav,123.0,D major,10B,7
SERGIK - Sunrise Bass.wav,92.3,D minor,7A,6
SERGIK - Fk Wat They Say.wav,123.0,F# minor,11A,7
SERGIK - Bender 1 1.wav,86.1,D major,10B,7
SERGIK - Wonked (135 BPM Drum Rework).wav,89.1,A major,11B,6
SERGIK x Skeezy - Keep Myself.wav,86.1,A major,11B,7
SERGIK - Jumpin.wav,129.2,A major,11B,5
SERGIK - Perspectives.wav,123.0,A major,11B,9
SERGIK x Isaiah Walker - Be Yourself.wav,123.0,A major,11B,5
SERGIK x CEEMOAR x GOJI - SlimThick.wav,129.2,D major,10B,6
SERGIK x Bobs Secret - From The Soul.wav,86.1,A major,11B,6
SERGIK x Forgotten Modern - Flip Da Switch.wav,129.2,D major,10B,7
SERGIK - 24_7 VIP 2.wav,86.1,A major,11B,6
SERGIK - Illusions.wav,86.1,D major,10B,6
SERGIK - The Seed.wav,80.7,D major,10B,5
SERGIK - BS Aside.wav,123.0,A major,11B,7
SERGIK X OLEA - Bad Water.wav,86.1,A major,11B,8
SERGIK - Gypsy - House.wav,152.0,D minor,7A,7
SERGIK - Subliminal acid.wav,123.0,A major,11B,6
Sergik - Its On till Dawn.wav,86.1,A major,11B,6
SERGIK - Bad Decisions.wav,123.0,A minor,8A,8
SERGIK x Javi - Smoke Break at Da Crib VIP1.wav,86.1,D major,10B,6
SERGIK - Temptations.wav,123.0,D major,10B,6
SERGIK - Reverie.wav,123.0,D minor,7A,6
SERGIK x SRIJA - Disco Power.wav,129.2,D major,10B,6
SERGIK x Sean Watson x NOOD - Aqua.wav,86.1,A major,11B,5
Sergik - Shifting.wav,86.1,B minor,10A,6
SERGIK - Giddup - 125BPM CMaj.wav,123.0,D major,10B,7
SERGIK - Spring Swing 1.wav,86.1,A minor,8A,7
Sergik ft. 1200runway x DJ Epidemik - Its My Birthday_.wav,123.0,C major,8B,5
SERGIK - Tricks.wav,89.1,D major,10B,7
Sergik - Desert Dweller.wav,117.5,B minor,10A,6
SERGIK x Breauxxxx x Janis - The Bag (OG MiX).wav,129.2,A major,11B,6
SERGIK x Forgotten Modern - Flip Da Switch v2.wav,129.2,D major,10B,7
SERGIK - On and On.wav,129.2,D major,10B,5
SERGIK - Wandering.wav,117.5,G# minor,1A,5
Sergik x Mateo Haze - Changing Lanes.wav,86.1,A minor,8A,6
SERGIK x SLICK FLOYD - Feelin Good V2.wav,86.1,D minor,7A,8
SERGIK - Came to get Lit.wav,86.1,D major,10B,6
SERGIK - 24_7 VIP 1.wav,123.0,E minor,9A,6
SERGIK - Lunar Gravity.wav,86.1,D major,10B,5
SERGIK x Frank Terry - Repeat.wav,86.1,D major,10B,7
SERGIK - What You Gon Do.wav,86.1,A minor,8A,8
Sergik - Music is my drug.wav,86.1,A major,11B,6
SERGIK x Curiousoul - Midnight Mirage.wav,86.1,D minor,7A,6
SERGIK - Tuck n Roll.wav,129.2,A minor,8A,6
SERGIK - What u gotta do.wav,129.2,A major,11B,7
SERGIK x Breauxx - You Can't 1.wav,86.1,D major,10B,6
SERGIK - Back to The Basics (Instrumental).wav,123.0,G major,9B,6
SERGIK - Cosmos.wav,123.0,D major,10B,6
SERGIK - Needs.wav,129.2,D major,10B,6
SERGIK - Rock Dem Feets.wav,129.2,A major,11B,6
SERGIK x Silent Jay - Late Morning1.wav,129.2,D major,10B,6
SERGIK - Jahdelicah 1.wav,129.2,D major,10B,6
SERGIK - The Sound.wav,129.2,D minor,7A,5
SERGIK x Sean Watson  - A Good Day (Instrumental).wav,92.3,D major,10B,6
SERGIK x LODIN - Bussin.wav,123.0,D major,10B,7
SERGIK - Get It ViP2.wav,129.2,A major,11B,7
SERGIK - Fall Leafs.wav,136.0,A minor,8A,5
SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,86.1,D major,10B,8
SERGIK - Golden Hour - House.wav,86.1,A major,11B,6
SERGIK - On Slack.wav,86.1,D major,10B,9
SERGIK - Spring Swing.wav,86.1,A minor,8A,9
SERGIK x Sean Hart Ft. Chris Powell - American LOVE.wav,117.5,A major,11B,6
SERGIK - Back to The Basics.wav,123.0,G major,9B,6
SERGIK - Mind Rollercoaster.wav,86.1,D major,10B,6
SERGIK - On and On(Badu Remix).wav,123.0,D major,10B,6
SERGIK x Mateo Haze - Who's Boss_.wav,117.5,D major,10B,5
SERGIK - Man On A Journey.wav,136.0,A major,11B,5
SERGIK x Stan The Guitarman - Highway 1.wav,129.2,A major,11B,6
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya 1.wav,123.0,E minor,9A,6
SERGIK - 6 Hours In v2.mp3,129.2,D major,10B,6
SERGIK - Oooh Ah Eee.wav,123.0,A minor,8A,6
SERGIK x Francisco Josue - Let Me.2.wav,86.1,A major,11B,6
SERGIK x OG Coco - Tell Em Heal.wav,92.3,D minor,7A,6
SERGIK - Happiness.wav,86.1,A minor,8A,7
SERGIK x LODIN - Mercy (Club Master).wav,123.0,A major,11B,6
SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,129.2,D major,10B,6
SERGIK x Sean Hart x Sean Watson - Escapade.wav,92.3,D major,10B,6
SERGIK - Astro Spore.wav,123.0,D major,10B,5
SERGIK - Something Sick.wav,117.5,D major,10B,6
SERGIK - Radiowave Contact.wav,89.1,D major,10B,6
SERGIK x JIMII - Do it Yourself.wav,86.1,D major,10B,6
SERGIK x Crosstick - Katana Ghost.wav,92.3,D major,10B,6
SERGIK x BeJanis - In The Forest.wav,129.2,F# minor,11A,6
SERGIK - Cosmic Cadillac.wav,80.7,D major,10B,5
SERGIK  - It Is What It Is.wav,86.1,D major,10B,6
SERGIK - Dat Feelin.wav,86.1,D major,10B,6
SERGIK - Crawling Vines.wav,103.4,D major,10B,7
SERGIK - Musik Is The Answr.wav,86.1,D minor,7A,7
SERGIK x OffMedz_ - Around the World.wav,123.0,D major,10B,7
SERGIK - After Party.wav,129.2,A major,11B,5
SERGIK - All Days.wav,129.2,A minor,8A,6
SERGIK - GET ON MY VIBE.wav,86.1,A minor,8A,6
SERGIK x Sean Hart - Madness In The Summer 111bpm.wav,92.3,A major,11B,6
SERGIK x Slick Floyd x Batt Lo ft. Chris Powell- State Of Mind.wav,86.1,A minor,8A,7
SERGIK - Take A Walk.wav,123.0,D major,10B,7
SERGIK - Happiness 2.wav,86.1,D major,10B,6
SERGIK x Silent Jay x Van - Viva Ponderosa.wav,129.2,G major,9B,5
SERGIK - Pop Musik.wav,86.1,A minor,8A,8
SERGIK - Hustle Funkshway V2.wav,117.5,A major,11B,7
SERGIK - Money Talk Bs Walk.wav,86.1,D major,10B,7
SERGIK - Bouncy Bop.wav,123.0,A major,11B,6
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).mp3,92.3,,,1
SERGIK - Game.wav,86.1,A major,11B,6
SERGIK - After After (All Around Flip).wav,129.2,D major,10B,6
SERGIK - Disco 82.wav,123.0,D major,10B,5
SERGIK - Feeling Lit.wav,123.0,A major,11B,7
SERGIK - Rise n Shine.wav,86.1,D minor,7A,5
SERGIK - We Do This.wav,129.2,D minor,7A,6
SERGIK x ESHER - Just Dont 124bpm.wav,86.1,D minor,7A,5
SERGIK - Gypsy - House 1.wav,152.0,D minor,7A,7
SERGIK x Sean H x Be.Janis - Steppin.wav,117.5,A major,11B,6
SERGIK - Life 1.wav,117.5,C# minor,12A,6
SERGIK - Juiced Up.wav,86.1,A major,11B,7
SERGIK - Upside Down.wav,86.1,D minor,7A,6
SERGIK x Dillon Nathaniel - Moon Glazin.wav,86.1,D minor,7A,7
SERGIK x Jetski - Code Name SERGSKI.wav,86.1,D major,10B,6
SERGIK  - Dreamer.wav,92.3,A minor,8A,5
Sergik - Freaky Up In Here.wav,86.1,A major,11B,6
SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,117.5,A major,11B,6
SERGIK -Crowd Control (Amerika SRGFLiP).wav,92.3,A minor,8A,8
SERGIK x Sean Hart - American LOVE (Rebass).wav,117.5,D major,10B,6
SERGIK - Have To Do It.wav,86.1,D minor,7A,6
SERGIK - What Is What 3.wav,143.6,D minor,7A,7
SERGIK - How Ya.wav,129.2,A major,11B,6
Sergik x DJ Dalle - Its Your turn.wav,86.1,A minor,8A,6
SERGIK x Breauxx - Walk Dat Walk2.wav,86.1,A minor,8A,6
SERGIK - Kouch Potato.wav,123.0,A major,11B,6
SERGIK x Javi - Smoke Break at Da Crib.wav,86.1,D major,10B,5
SERGIK - No Stopping.wav,86.1,D major,10B,8
SERGIK - 49ers - Move Your Feet (remix).wav,86.1,D major,10B,7
SERGIK - Somthn L's.wav,129.2,D major,10B,7
SERGIK x Francisco Josue - Let Me.wav,123.0,A major,11B,6
SERGIK x Steve - Yard man.wav,129.2,D minor,7A,6
SERGIK x L9V - 6 Hours In.2.wav,86.1,D major,10B,6
SERGIK x Silent Jay - Make Me Free.wav,129.2,D major,10B,7
SERGIK - Dont You.wav,129.2,D major,10B,7
SERGIK - Soul Mind n Body v2.wav,123.0,D minor,7A,6
SERGIK x Janis - Alchemy.wav,92.3,F minor,4A,6
SERGIK - Doin Ma Thang.wav,129.2,A major,11B,6
SERGIK x Aloe Flipz - Shafeus.wav,86.1,A# minor,3A,6
SERGIK x Ladell Ransom - Desiderata.wav,86.1,D major,10B,7
SERGIK - Salute.wav,86.1,A major,11B,5
SERGIK - Dumb.wav,86.1,D major,10B,6
SERGIK x Optikz - Front to Da Back.wav,86.1,D major,10B,6
SERGIK - Never Hold Back (TechyesHausno mix).wav,129.2,D minor,7A,6
SERGIK - Be FreeNDaMind.wav,129.2,A major,11B,8
SERGIK - Golden Hour - Reggaeton.wav,86.1,A major,11B,6
SERGIK - Been Done.wav,123.0,A major,11B,6
SERGIK - Tell Me What It Do.wav,86.1,D major,10B,7
SERGIK x Deep Chetty - So Good v3.wav,86.1,D minor,7A,7
SERGIK - Gypsy - Trap 1.wav,152.0,D minor,7A,7
SERGIK x SLICK FLOYD - Feelin Good.wav,86.1,D minor,7A,7
SERGIK - Losing Control.wav,129.2,D major,10B,7
SERGIK - Divine.wav,123.0,D minor,7A,5
SERGIK - All My Ladies.wav,123.0,F major,7B,6
SERGIK x Jetskii - Levels To This.wav,86.1,A major,11B,6
SERGIK - The McCoy.wav,86.1,A major,11B,6
SERGIK - Movin.wav,86.1,D major,10B,6
SERGIK - Soular Exploration.wav,86.1,D major,10B,6
SERGIK - Everyday Gratitude 1.wav,86.1,D major,10B,7
SERGIK - Dont Stop V3.wav,129.2,A minor,8A,6
SERGIK x Be.Janice- Nectar.wav,86.1,D major,10B,6
SERGIK - Spanktula.1.wav,86.1,D minor,7A,7
SERGIK x Be.Janis - Fly Away.wav,123.0,D minor,7A,5
SERGIK x Bob Secret - The Bag.wav,86.1,D major,10B,6
SERGIK - CorK.wav,123.0,A major,11B,6
SERGIK x ESHER - Just Dont.wav,129.2,D minor,7A,5
SERGIK - Traction.mp3,92.3,D major,10B,5
SERGIK - Cruise Control.wav,86.1,A major,11B,6
SERGIK - Hold Me Down.wav,129.2,D major,10B,7
SERGIK x OG Coconut - Take Me Home.wav,92.3,D minor,7A,7
SERGIK x Tibbs - Prosper v2.wav,143.6,E minor,9A,5
SERGIK - Funky Technician 1.wav,129.2,D major,10B,7
SERGIK - Utopia.wav,89.1,A major,11B,5
SERGIK - Bubble Buddy.wav,86.1,D major,10B,6
SERGIK - Got Dat.wav,129.2,D major,10B,8
SERGIK - Bizzz (Instrumental).wav,89.1,A major,11B,6
SERGIK - Get Up.wav,123.0,D major,10B,8
SERGIK x Nood - Im Grown (Dub Edit).wav,143.6,D minor,7A,5
Sergik - Doses.2.wav,86.1,D minor,7A,7
SERGIK - Air It Out.wav,117.5,D major,10B,6
SERGIK - They Got Me.wav,86.1,D minor,7A,6
SERGIK x Kavon - Spawn.wav,92.3,A major,11B,5
SERGIK - More Than Life.wav,86.1,A minor,8A,6
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,123.0,D major,10B,6
SERGIK - Good.wav,86.1,F# minor,11A,8
SERGIK - Dont Stop v2.wav,129.2,A minor,8A,6
Sergik x Nobounds - Not My Fault.wav,86.1,A major,11B,6
SERGIK - Digitality.wav,86.1,A major,11B,7
SERGIK - Ascencion.wav,86.1,D minor,7A,6
SERGIK - Pre Party.wav,86.1,F major,7B,7
SERGIK x Tibbs - Prosper 1.wav,117.5,A major,11B,6
SERGIK - High Class.wav,92.3,A major,11B,7
SERGIK - Brooting.wav,92.3,D major,10B,6
SERGIK - I Forgot.wav,129.2,F# minor,11A,5
SERGIK x Zak Martin - Bang 2 Da Beat.wav,86.1,D major,10B,7
SERGIK - Leisure (Fmin 121bpm).wav,123.0,A major,11B,6
SERGIK - Bender 1.wav,86.1,D major,10B,7
SERGIK x Sean Hart Ft. Chris Powell v3 - American LOVE.wav,123.0,D major,10B,6
SERGIK - Funkshway - Digi Analog.wav,117.5,A minor,8A,7
SERGIK - Cant Kill My Vibe.wav,129.2,D major,10B,6
SERGIK - What They Say.wav,129.2,A major,11B,6
SERGIK - Opinions.wav,86.1,D major,10B,6
SERGIK - Swonky.wav,129.2,A major,11B,7
SERGIK - Alright.wav,129.2,A major,11B,6
SERGIK - Birth of a planet.wav,117.5,D minor,7A,5
SERGIK - Whats the Reason (Bass VIP 2).wav,92.3,A major,11B,5
SERGIK - Rooftop Sunsets.wav,117.5,D major,10B,6
SERGIK - After After (All Around Flip) V2.wav,129.2,D major,10B,6
SERGIK - Rabbit hole.wav,86.1,A major,11B,6
SERGIK - They Grooved.wav,129.2,A major,11B,5
SERGIK - HUSTLE.wav,86.1,A minor,8A,5
SERGIK - Everyday Gratitude.wav,86.1,D minor,7A,8
SERGIK x Sean H x BeJanis - I Feel It.wav,117.5,D major,10B,6
SERGIK ft Cy Heck - Give Back.wav,129.2,A major,11B,6
SERGIK - Fall Back.wav,86.1,A major,11B,6
SERGIK - What They Say_.wav,129.2,A major,11B,6
SERGIK - Divine Molecules.wav,123.0,A major,11B,8
SERGIK - Creekside.wav,86.1,D major,10B,6
SERGIK - Traction 1.wav,136.0,D minor,7A,5
SERGIK - Jahdelicah.wav,86.1,D minor,7A,6
SERGIK - Bombaclat.wav,129.2,D major,10B,5
SERGIK x ANDINO - How You Do It_.wav,86.1,D major,10B,6
SERGIK x Janis and The Planets - Searching.wav,92.3,F major,7B,5
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass) 1.wav,123.0,D major,10B,6
SERGIK - Techno Vato.wav,136.0,A major,11B,5
SERGIK - They Know.wav,123.0,D major,10B,8
SERGIK - Way Back.wav,123.0,C major,8B,7
SERGIK x Nood - Im Grown.wav,143.6,D minor,7A,5
SERGIK - For The Love.wav,89.1,E minor,9A,6
SERGIK x BeJanis - Hydrate v2.wav,86.1,D major,10B,6
SERGIK - Peer Pressure.wav,86.1,D minor,7A,6
Sergik - I Could.wav,129.2,A minor,8A,6
SERGIK x L9V - DarkPark.wav,86.1,D minor,7A,6
SERGIK - All The Vibes.wav,86.1,D major,10B,7
SERGIK x Melfice - Buggn.wav,123.0,A major,11B,8
SERGIK - Sometimes (Nature instrumental) 1.wav,129.2,F# minor,11A,5
SERGIK - Mr. DJ.wav,129.2,A major,11B,7
SERGIK x Stoy - Intelligent Filteroid.wav,92.3,D minor,7A,5
SERGIK  - Make it Bounce.wav,129.2,D major,10B,6
SERGIK x NOOD - Ahhh V2.wav,129.2,D minor,7A,6
SERGIK - We Got It.wav,129.2,D major,10B,7
SERGIK - Gypsy - Trap.wav,152.0,D minor,7A,7
SERGIK x Sean Hart Ft. Chris Powell - American LOVE (Rebass) V2.wav,117.5,D major,10B,6
SERGIK - Give Me Peace.wav,112.3,D minor,7A,5
SERGIK - The Assignment 2.wav,123.0,G major,9B,6
SERGIK - The Assignment.wav,123.0,G major,9B,6
SERGIK - Feeling Lit 1.wav,123.0,A major,11B,6
SERGIK - Dont Stop.wav,129.2,A minor,8A,7
SERGIK - Check This Out.wav,86.1,D major,10B,7
SERGIK x Cut Rugs - Foolin.wav,136.0,A# minor,3A,6
SERGIK - Sometimes (instrumental).wav,80.7,G# minor,1A,5
SERGIK x Sean Watson x BeJanis - Make A Wish.wav,112.3,C major,8B,6
SERGIK - Drunk n UFO'n.wav,123.0,D major,10B,7
SERGIK x CHKLZ - DTF.wav,129.2,D minor,7A,7
SERGIK - I Feel Good.wav,129.2,D major,10B,6
SERGIK x Steve - Yardman.wav,129.2,D minor,7A,6
SERGIK - One Time.wav,92.3,D major,10B,5
SERGIK - Last Night_.wav,129.2,D major,10B,8
SERGIK - Vibracion.wav,86.1,A major,11B,6
SERGIK x Skeezy- Brain Alter.wav,129.2,A major,11B,7
SERGIK - Free v2.wav,86.1,A major,11B,6
SERGIK - Floatin.wav,86.1,D major,10B,6
SERGIK - Like That.wav,86.1,A major,11B,7
SERGIK x L9V - City Circus.wav,86.1,A minor,8A,6
SERGIK - On the Go.wav,129.2,D major,10B,7
SERGIK x FM - Dog n Me.wav,86.1,G major,9B,6
SERGIK - Melt.wav,86.1,A major,11B,6
SERGIK - Why Not.wav,89.1,D major,10B,6
SERGIK - Yee Bwoyyy.wav,86.1,D major,10B,6
SERGIK - Voyager.wav,83.4,E major,12B,6
SERGIK - The Bomb Tech 130 bpm.wav,86.1,A major,11B,6
SERGIK - Life.wav,123.0,C# minor,12A,6
SERGIK x Sean H x Sean W - Back at it.wav,129.2,A major,11B,6
SERGIK x Isaiah - Wont Stop 2.wav,92.3,E minor,9A,6
SERGIK - Can't You See.wav,129.2,A major,11B,7
SERGIK - Elevator.wav,129.2,D major,10B,7
SERGIK - Bye Spring (hip Hop).wav,123.0,D minor,7A,6
SERGIK - Bender.wav,86.1,D major,10B,8
SERGIK - Dont Mind Me.wav,117.5,D minor,7A,7
SERGIK - Melt 2.wav,86.1,D major,10B,6
SERGIK x Sean Watson Ft. Janis - A Good Day v2.wav,92.3,D major,10B,6
SERGIK -Crowd Control (Amerika SRGFLiP) 1.wav,86.1,A minor,8A,7
SERGIK - Rules Dont Apply.wav,123.0,D major,10B,7
SERGIK ft. Residuo - Gottalotta.wav,123.0,D major,10B,7
SERGIK - Rather Dance.wav,129.2,D minor,7A,5
SERGIK x Silent Jay - Numba One.wav,86.1,A major,11B,6
Sergik x Slick Floyd x Connectjon - Shake.wav,86.1,F# minor,11A,6
SERGIK x BeJanis - Hydrate.wav,86.1,D major,10B,6
SERGIK x Mateo Haze - Who's Boss 2_.wav,117.5,D major,10B,5
SERGIK - I Got.wav,123.0,A minor,8A,7
SERGIK - Want What I Want.wav,86.1,D major,10B,7
SERGIK - Free v3.wav,86.1,A major,11B,6
SERGIK x Sean Hart Ft. Chris Powell v4- American LOVE.wav,123.0,D major,10B,6
SERGIK x Sean Hart - Dandelicious v2.wav,92.3,C major,8B,7
SERGIK x Silent Jay - Late Morning.wav,129.2,D major,10B,6
SERGIK - Gone Floating.wav,117.5,D major,10B,6
SERGIK - Wiggly.wav,123.0,A major,11B,7
SERGIK - Going Gone.wav,86.1,A major,11B,6
SERGIK - Everyday (Dub Reggae SRGFLiP).wav,147.7,A major,11B,6
SERGIK X Karlido x Joc - Love in Ibiza.wav,86.1,D major,10B,6
SERGIK - Drifter.wav,143.6,D major,10B,8
SERGIK x Frank Terry - Cozy Cats.wav,86.1,G major,9B,7
SERGIK - Morpheus.wav,123.0,A major,11B,5
SERGIK - Can You Dance.wav,123.0,A minor,8A,8
SERGIK - Daze.wav,78.3,A minor,8A,6
SERGIK x Slick Floyd - Just Groove.wav,86.1,D major,10B,6
SERGIK - No Fvcks Left.wav,123.0,D major,10B,7
SERGIK - Last Night.wav,123.0,A major,11B,5
SERGIK - Deeper.wav,78.3,D minor,7A,6
SERGIK - Groove Junkie.wav,86.1,G major,9B,6
Sergik ft. RubyRainbow - T!me.wav,86.1,D major,10B,7
SERGIK x Chris Powell - So Wrong.wav,117.5,A minor,8A,7
Sergik - Warehouse District.1.wav,129.2,C# minor,12A,6
SERGIK x Stan The Guitarman - Interstate 1.wav,86.1,E minor,9A,6
SERGIK x Hausofdevotion - Love Again.wav,117.5,B minor,10A,5
SERGIK - Melt 1.wav,129.2,A major,11B,6
Sergik - Do You.wav,86.1,E major,12B,6
SERGIK - Tippn Screw.wav,89.1,D minor,7A,5
SERGIK x Slick Floyd - Listen Up.wav,86.1,A minor,8A,7
SERGIK - One Time v2.wav,92.3,D major,10B,6
SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav,129.2,A major,11B,6
SERGIK - The Bomb.wav,86.1,A major,11B,6
SERGIK x Janis & the Planets - Levitating.wav,86.1,A minor,8A,6
SERGIK x Lugh Haurie - Zoned.wav,129.2,G major,9B,7
SERGIK x Sean Hart x Sean Watson x Janis - Snap Back1.wav,143.6,D major,10B,6
SERGIK x BeJanis - Feel The Rhythm.wav,129.2,A minor,8A,5
SERGIK x Janis x Sean W x Safecrackaz - Take Me To.wav,112.3,D major,10B,4
SERGIK - Farewell.wav,86.1,A minor,8A,6
SERGIK x Bones - Momentum.wav,86.1,F major,7B,7
SERGIK x Tibbs - Prosper.wav,117.5,A major,11B,6
SERGIK - Freaks n Beats.wav,86.1,D major,10B,6
SERGIK - Oye Mami.wav,86.1,D major,10B,6
SERGIK X WWW - Muzik.wav,147.7,D major,10B,7
SERGIK - 6 Hours In.wav,86.1,D major,10B,6
SERGIK - Tell Her.wav,117.5,A minor,8A,7
SERGIK x Breauxx - Move Me _ Dance With Me2.wav,129.2,A major,11B,6
SERGIK - Its a Feeling.wav,123.0,D minor,7A,6
SERGIK x MEUGEN - Lucid.wav,147.7,A major,11B,5
SERGIK - Party People.wav,129.2,A minor,8A,6
SERGIK - Get it Poppn.wav,129.2,D major,10B,7
Sergik x Grund - Oh My.wav,86.1,A minor,8A,6
Sergik x Silent Jay - We All Turnt.wav,86.1,D major,10B,7
SERGIK - Take.wav,86.1,D major,10B,7
SERGIK - Uninvited v2.wav,86.1,D major,10B,6
SERGIK x Andino - Alboroto.wav,86.1,D minor,7A,6
SERGIK - Not the Type.wav,123.0,A minor,8A,7
SERGIK x Breauxx - You Can't.wav,86.1,D major,10B,5
SERGIK x OffMedz_ - Around the World 1.wav,86.1,D major,10B,7
SERGIK - Give It Up.wav,123.0,D major,10B,7
SERGIK x OG Coconut - Do It.wav,129.2,A minor,8A,6
SERGIK - Dandy (BeJanis - Suade Remix) - CMaj - 99bpm.wav,92.3,D major,10B,6
SERGIK - Abduction.wav,86.1,A major,11B,6
SERGIK x WWW - Heartbeat.wav,92.3,A minor,8A,5
SERGIK - Bless the Trap 2.wav,86.1,A major,11B,6
sergik funk gtrs.mp3,152.0,A minor,8A,4
sergik funk gtr2.mp3,152.0,D major,10B,5
SERGIK - Havn Fun.wav,129.2,D major,10B,6
SERGIK - Funkdamentals.wav,86.1,D major,10B,6
SERGIK x Mateo Haze - Boss.wav,117.5,D major,10B,5
SERGIK x Zonii - LAZER BEAMS.wav,123.0,A minor,8A,6
SERGIK - Swonky 1.wav,129.2,A major,11B,6
SERGIK - Soul Candy.wav,117.5,A major,11B,6
Sergik - Doses.wav,86.1,D minor,7A,7
SERGIK - Preach to the Choir ft. Sewer.wav,86.1,C minor,5A,6
SERGIK - Hustle Funkshway.wav,117.5,A major,11B,6
SERGIK - Fxck it.wav,86.1,D major,10B,6
SERGIK x WWW - Late Nighters.wav,86.1,A minor,8A,6
SERGIK - GET ON MY VIBE.2.wav,86.1,D minor,7A,6
SERGIK x WWW - Daft Punk - Harder Better Faster Stronger Flip.wav,123.0,F# minor,11A,5
